text	label
美克美家Madge：设计与生活是一对合作者 访谈嘉宾：美克美家签约设计师Madge Megliola女士 访谈时间：2011年4月11日 访谈地点：新浪家居嘉宾聊天室 主持人：新浪家居 韩娟 韩娟：各位网友大家好，欢迎来到新浪家居直播间，今天来到新浪家居作客的是一位国际友人，她来自大洋彼岸，有25年室内设计行业的从业经验，她是两所大学室内设计专业的客座教授，同时还是美国高点设计中心顾问和特邀发言人，她就是美克美家签约设计师Madge女士，欢迎您！ Madge：您好！ 韩娟：首先希望您为我们的网友做一个自我介绍，让网友对您也更多的了解好吗？ Madge：我在美国有25年的室内设计经验，我的很多项目都是个人的家庭、酒店、宾馆。我住在美国的东部地区，那里也是世界家具的中心，在那一年有两次世界型的家具展，我也非常喜欢去那采购一些新奇的东西，例如中国来的东西可以用在我的设计当中。同时我在很多大学里面教授室内设计专业，给未来的一些室内设计是提供教学。 韩娟：您是一位非常资深的设计师，还有自己的设计团队，那么为什么要加入美克美家呢？能给我们介绍一下吗？ Madge：是这样的，美克美家给我的印象非常深刻，他们一直致力于把最好的产品和服务理念传递给大家，所以这是我想要加入美克美家的原因之一。美克美家对于室内设计这一环节是非常重视的，我能够从这里看到未来的一些趋势，设计的一些理念。我们的理念是“设计为生活，设计为你”，意思就是我们会倾听消费者的声音，关注消费者，为消费者创造良好的生活环境，根据这个主题我们做了一系列的活动，这些活动能够让消费者思考关于我们的生活方式和生活环境。 美克美家对于家居消费者来讲就像是一个排头兵的感觉，我们能够从美克美家得到最好的服务和最新的设计理念。美克美家有设计团队，设计团队会到客户的家中量身设计一些符合客户个性需求的家具、颜色搭配等等，我在这边的工作其中一部分就是和他们一起给消费者讲述如何更好的搭配做设计。我非常喜欢中国，同时我也非常喜欢在美克美家的日子。 韩娟：我们知道美克美家大师汇活动有一个贯穿全年的主题——“设计@生活”。我们想请您来谈一下对这个理念的理解？ Madge：设计@生活，举一个例子说，它们就像一个合作者——设计支持生活，生活支持设计，因为我们的设计灵感都是从生活中来的。我们先讲一下生活，生活是我们一切灵感的来源，我们在生活中发现美，用心体会生活中的美。设计师明白这种关系，设计师会把眼中发现的美和心灵体会到的美相结合，然后创造一种比较舒适的感觉。设计师会倾听消费者，然后到消费者家中去看他生活的环境，然后把设计的理念用来支持生活。因此，设计从这个角度来讲就是支撑生活的概念。 设计是非常个性的一件事情，它会体现出我们的顾客所需要的一种对生活的追求和要求。真正的设计是非常个性化的，针对不同的人有的家庭当中有小孩、老人，而设计师会把这些所有的因素考虑在内进行设计。其中有一些对生活的需求是相通的，比如说在家中我们需要全身心的放松，这些需求是全球相通的，还有一些是比较个性化的需求。所以好的室内设计师会根据每个人对生活的需求进行设计，而不是重复的进行同样的设计。	家居
旧屋翻新变身公主豪宅(组图)(10) 主卧书房里考虑到住户希望两个人可以并排上网的需求，设计师特意设计制作了一个桌子，在风格和细节上也很好的与整体相匹配。	家居
让她的衣柜再多出一件放衣服的空间&nbsp; ART1 让她的衣柜再多出一件放衣服的空间 女人每天都会想如何搭配衣物，而丝巾、头箍、项链、化妆品，这些零零碎碎的小物件总是很占地方又容易混乱，对于爱美的女孩来说，困扰到她的并不仅仅是衣柜里总少一件衣服，更是衣柜里总是缺少一个再存放一件衣服的空间。	家居
夏普8代线引进 百亿投资或南京政府埋单 对于2008财年(2008年4月~2009年3月)巨亏1258亿日元(约合人民币90亿元)的夏普来说，在全球范围内进行液晶面板业务大整合，是扭亏方式之一。而生产成本较低、市场巨大的中国，正是夏普最看好的新生产基地。 日前，知情人士向CBN记者独家曝料：南京市政府正与夏普就“引进第8代液晶面板生产线”进行谈判，不过夏普开出的条件有点“苛刻”：南京市政府在引进8代线的同时要购买夏普6代线，并将6代线搬至南京。 位于日本龟山的夏普第6代液晶面板生产线，是2004年投产的，以生产26英寸、32英寸等中小尺寸液晶面板为主，在液晶电视市场越来越倾向于大尺寸屏幕的今天，该生产线已落后于市场需求。 “6代线是夏普计划淘汰掉的，如果能将6代线卖掉，然后在先进的8代线项目上进行合资，那夏普就是拣了一个便宜。”该知情人士表示，不久前相关政府部门去日本进行了考察，几天前日本夏普公司社长片山干雄又来到南京，与政府部门接触洽谈。 数百亿投资或政府埋单 “片山干雄数日前的确来过南京。”夏普商贸(中国)有限公司某负责人向CBN记者表示，至于片山干雄与当地政府部门具体洽谈的内容，他不便对外透露。 江苏省报《新华日报》在6月26日头版的一篇题目为“梁保华会见日本客人”的报道称：省委书记梁保华昨晚在南京会见了日本夏普公司社长片山干雄。片山干雄表示将在更广的领域扩大与江苏省的合作。 江苏省及南京市政府为加快产业升级步伐，拉动当地GDP增长，在与夏普的谈判中显得非常有诚意。该知情人士称，虽然购买夏普的6代线可能要花费100亿元人民币左右，但是非常想引进夏普8代线项目的南京市政府，很有可能会接受夏普开出的条件。 按照目前液晶面板产业的平均造价，在南京建设的8代线至少需要300亿元左右的投资金额，南京市政府很可能是主要的出资方，而夏普则会作为主要技术专利持有者入股。 此前，夏普曾同上广电、深圳市政府、彩虹集团等方面谈过6代线，但都无果而终。而夏普与南京市政府在液晶电视产业链的合作由来已久，夏普早在1996年就在南京投资了在华唯一的液晶电视整机生产基地——南京夏普电子有限公司。 “已经在南京有下游整机工厂的夏普，如果在南京生产上游液晶面板，就能够最大限度地发挥上下游产业的协同效用。”夏普上述负责人表示，之前多年夏普一直将最前端的液晶面板生产线仅设于日本本土，不愿意对国外泄露尖端技术，不过现在经济大环境变了。所以，夏普有意采用“合资”、“技术转让”等方式在中国生产液晶面板，南京则是夏普重点考虑的一个城市。 虽然南京成为夏普在海外的首个液晶面板生产基地的可能性最大，不过，夏普会对所选城市的交通、物流、投资环境、政府支持力度、零部件配套等因素作多方面权衡。“目前正处在谈判阶段，至今夏普尚未最终确定。”夏普上述负责人称。 昨日，江苏省人民政府办公厅一位工作人员对CBN记者表示“我不清楚此事”，建议去采访主管外商投资事宜的江苏省外经贸厅。 但截至发稿时，江苏省外经贸厅并未就CBN记者的采访提纲给予回复。南京市人民政府办公厅某工作人员也表示“不知道这个事情”。 谁的无奈？ 夏普有意在中国生产液晶面板，是其在捉襟见肘的巨亏财务处境中，为了降低生产成本而采取的不得已之举。 2008财年夏普销售额比上年度减少16.7%，亏损1258亿日元，2007财年却盈利1019亿日元(约合73亿元人民币)。而液晶电视价格下跌，手机销量下滑以及日元升值等，是造成夏普亏损的主要原因。 中国低廉的劳动力、土地成本以及地方政府部门的大力支持，都足以吸引夏普将中国作为液晶面板工厂的首选。 昨日，夏普某人士向CBN记者透露了夏普内部最新规划：在液晶事业上，到目前为止，夏普是在日本进行前段工程生产的，后段工程和组装是在消费地完成的。但为了应对随着液晶电视大型化所产生的运输费用、运输时的价格变动所带来的损失，以及汇率变动所带来的损失等课题，夏普会在消费地完成“从前段工程到成品”的全过程。今后，新兴市场国家对液晶电视的需求将不断扩大，特别是中国，将成为夏普第一个大力发展的国家。 液晶产业“前端工程当地化，与当地权威企业进行合作”，已经成为夏普今年6月份最新制定的、从根本上实行“收益构造转换”的新商务模式。 在这样的最新战略下，夏普将上游液晶面板产业转移至中国显得合情合理。 国务院发展研究中心市场经济研究所市场咨询中心副主任陆刃波分析，如果夏普在最看重的中国市场投资建设8代线，那就可明显降低成本。另外，中国大陆的液晶电视整机厂家目前主要是向台湾地区和韩国购买液晶面板，需要承担进口关税成本。如今后夏普8代线在中国大陆投产，那中国整机厂家就能通过本土采购降低成本。 不过，由于去年下半年开始的全球液晶面板均价迅速下滑，导致众多液晶面板生产厂家纷纷亏损。目前运营5代液晶面板生产线的京东方(000725.SZ)去年就亏损了8.08亿元，今年第一季度则亏损4.11亿元。同样被5代线项目拖累、去年巨亏上广电，现在已开始被迫剥离该项目，并进入重组程序。 京东方在合肥建设中的6代线项目计划总投资175亿元，如此巨大的投资也只能生产37英寸及以下液晶面板。 陆刃波称，目前液晶电视主流产品是42英寸及以上尺寸，大尺寸液晶面板需要8代或更高代数的生产线进行切割，才具备成本优势。如果南京购买夏普计划淘汰的6代线，届时生产切割出来的液晶面板或将缺乏竞争力，有可能是一桩“蚀本”的买卖。 更多精彩内容请点击：新浪房产家居家装 欢迎参与火热装修论坛	家居
山西省红木家具价格平稳 年底或将小涨 曾经的“酸枝木”、“鸡翅木”、“紫檀木”、“黄花梨”家具非富即贵，动辄一套百万、千万。这个被家具业内人士自己吹大的泡沫成了民众看不懂的神话，“红木家具”成了收藏、炒作的宠儿。然而现如今，香港、广东等地的红木家具大幅跳水，甚至无人问津。11月2日，记者走访省城红木家具及高端家具市场了解到，这股降价“旋风”尚未刮到我省，目前省城红木家具市场价格大多数按兵不动，年底甚至还会呈上涨态势，对于不懂行的消费者来说，现在入行投资风险过大。 省城红木家具价格稳中有涨 “目前，市场上的红木家具价格还算稳定。”在省城迎泽桥西黎氏阁红木家居广场，一位经营红木家具的商户赵女士表示，红木系列的沙发八件套目前售价11万元，这一价格已稳定了半年。 在一家叫做唯泰的红木家具专卖店，记者了解到，一套10件套交趾黄檀的沙发价格为20万元，缅甸花梨木办公桌1.6万元左右，与前两个月相比，价格均未出现大幅波动。“暂时还没发现批量购进红木家具等待增值的客户。”一销售商表示，每年3—4月，是红木家具的销售旺季，现在只是一些零星的客户为新房来选购，但由于原材料上涨，预计今年年底，红木家具将出现小浮上涨。 红木炒作风波尚未波及 红木家具的价格主要取决于原材料，自金融危机以来，红木的价格犹如过山车，暴涨暴跌，导致红木家具的价格起起伏伏。以老挝红酸枝(老红木)为例，2006年价格为1.1万元/吨，在国内家具界、收藏界的追捧之下，2008年上半年，价格一度升至8.5万元/吨；2008年下半年，全球经济转冷，老挝红酸枝的价格一度跌到3万元/吨，全国市场上的红木家具销售遇冷；2009年下半年，老挝红酸枝的价格开始回暖，同品次、同规格的木料价格已恢复到五六万元/吨。目前，市场上的黄花梨、酸枝木一类的高端红木家具仍然处于上涨区间。 外地曝光的红木家具从“天价”到“地价”的迅速变化，多是游资涌入疯狂炒作的小叶紫檀木一类，已形成了巨大的泡沫。“我省的红木家具销量一直不错，一般用于办公场所、高档酒店以及一些高收入家庭。由于距产地较远，我省目前还没有出现大批采购炒作红木的投资商。因此，市场价格也大部分是实价。”雅阁瑞普一家红木家具生产企业的经理李君透露，由于现在是销售淡季，暂时无调价的计划，但为消化增加的生产成本，未来势必会对红木家具价格进行调整。 投资红木有风险 对未来红木家具市场的投资前景，李君觉得长期来看高端红木家具上涨的势头会一直持续。红木家具因为原材料的稀缺和不可再生，制成的家具具有较好的升值潜力，虽然短期内价格可能会有所微调，但总体来说将保持上升势头。“不过，市场上攀附红木的仿红木家具特别多，像红檀、非洲红酸枝(红贵宝)是攀附了老红木(老挝红酸枝)，非洲花梨是攀附了越柬花梨(大果紫檀)，此类家具价格虽比正宗红木家具低，但外观难辨真假。对于不懂行的投资者来说，目前鱼龙混杂、价格不稳的局面，失手率会更大。”	家居
空中四合院是东西方居住理念的完美结合(图) “空中四合院”，在最现代的国际都市中再现了古老的人居方式，它既包含了传统居住文化中的“有天有地”，同时居住者也能够享受到现代物业服务及商业配套带来的舒适和便利，这不仅是中式传统建筑的回归，也是东西方居住理念的完美结合。	家居
贝亚克青花瓷地板流行趋势发布会 7月24日上午，文登国际建材城在广场举行贝亚克青花瓷地板流行趋势发布会。为庆祝此次发布会的举行，推出了精彩纷呈的大型文艺演出。发布会现场特别邀请了山东电视台著名主持人、《生活帮》主持人阿速现场签售。同时，《星光大道》冠军庞红铎和《梦想剧场》冠军高晓波现场助阵。广大的客户们和众多市民一起参加了发布会。 在国际建材城我们了解到，贝亚克青花瓷地板无论在油漆原料选择上，还是漆膜的结构组成上，贝亚克青花瓷地板开创性地首推最新工艺，使其展现了优异的透光性，耐磨性、抗刮性及透底性大大增强。 为了答谢文登消费者的厚爱，威海(文登)国际建材城贝亚克地板文登直营中心还推出了各种优惠活动。7月24日前，交50元订金可抵1000元装修货款，包括100元的地板款+900元其他款项(瓷砖、卫浴、木门、橱柜、厨房、厨房电器等)。交了订金的顾客若活动当天未选购到满意商品，三天内即全额返还订金。24日当天上午签单的顾客，且预订长虹壁纸，可享受全场半价优惠。活动当天交齐地板全款，在活动价格的基础上还可享受9.8折优惠，优惠更多回馈消费者。	家居
硬朗潮男空间 极简的工业化色调空间(组图) 曾有女性朋友到访，对Roger的家给出了一个极高的评价：此家有八处能够用于喝红酒。这意味着着以男人味主打的家居里，居然还能有如此多的角落来品尝浪漫的红酒。空间如何打造？如何分割出刚中带柔的家？不妨借鉴一下Roger在深圳的家。	家居
大话明星家居&nbsp;周杰伦―舒适的褐色家居 周杰伦—舒适的褐色家居 褐色的空间给人一种舒适，安全的感觉，褐色的房屋显得舒适，因为褐色代表理想的室内温度，却不会显得过热。 周杰伦的音乐风格亦十分多样化，包括传统的中国风、欧洲古典音乐曲风、美国的乡村曲风等等。他在很大程度上提升了词曲原创人在华人音乐界的地位，有人甚至说：周杰伦的音乐已经主宰、甚至可能改变亚洲流行音乐世界。如此成功都只是表面的风光，在周杰伦身上有很深的摩羯座的烙印，有过人的耐力、意志坚定、有时间观念、有责任感、重视权威和名声，对领导统御很有一套，自成一格，是属于较内向，略带忧郁、孤独、保守、怀旧、没有安全感，常会装出高高在上或是严厉的姿态以掩饰自己内在的脆弱。也许只有给人舒适安全感觉的褐色空间才能弥补摩羯座杰伦内心的脆弱。 一句话点评：褐色家居的低调稳重能够让摩羯远离是非！	家居
联邦狮山制造基地：狠抓产品品质与货期 快速响应市场 今年以来，联邦狮山制造基地(以下简称“狮山基地”)在集团产品不断丰富、渠道立体发展、业务单元运行机制多样化、南北制造/物流区域中心逐步形成的新形势下，不断优化创新，落实技术攻关，提高机加比例，整合质检资源，使制造产能达到一个新的高度，不仅填补规避了结构调整搬迁形成的产能缺口，而且使产品质量和货期更有保障，为终端销售在金融海啸中抢占市场先机做好强力支撑。 狮山基地积极参与到建集团产销无缝衔接沟通机制中来，快速响应市场，加强抢单能力。 在原辅材料方面，一是做好材料储备，根据不同材料的质量和市场波动状况，做好预警管理，特别抓紧对战略类材料的滚动预测和采购供应，同时对特殊紧急的产品货期，实行专人跟进，承诺兑现问责制，减少顾客抱怨。二是充分利用联邦集团检测中心这个国家级认可实验室的资源，加强对各类原辅材料的检测，从国家标准高度，优化和整合检测资源，从源头保障了材料的质量和储备。 在产品质量提升方面，狠抓不放松。在日常质量管控上，一是使ISO9000质量体系覆盖面扩大，作为常态化工作在车间、班组有序推行；二是强化质量管理基础工作，加大日常监督稽核，并从七月份起落实质量岗位月度考核制，强化责任意识，完善奖罚规定，推进责任追溯，并将改善完成率纳入质量考核指标中，使质量管控机制更健全，责任更清晰；三是推行实物质量标杆，有效支撑制造标准和实物品质。尤其在新品正式打样前，抓好质量评审，杜绝了未经质量评审或评审不合格仓促投产的现象；同时针对以往容易出现的开裂/收缩、细部处理、孔位尺寸偏差和油漆色差等常规性老毛病，做好预防管控，优化从投产到成品全过程活动，做到新产品上市初期对所有成品全检出货。 在货期保障方面，及时调整生产组织形式，组建生产“特种部队”，以快速响应小批量、多批次以及订单生产的特点，配合销售部门抓大单，多拿单。同时依托ERP的上线实施，建立和完善对生产各环节的考核机制，推行以成本为导向的考核机制，实施产品价值工程，促进制造效率的提高。	家居
陶瓷业界热盼退税政策扶持 此外，近日笔者在佛山地区走访过程中也了解到，企业界都在期待国家再次调整出口退税率。 国际市场对建筑陶瓷的需求明显增加。数据显示，今年1~2月广东出口瓷砖 7884万平方米，比2009年同期增长了58.5%，出口规模比金融危机爆发前的2008年同期也扩大了30.1%。在这当中，东盟、非洲、欧盟和南美四大区域消费的陶瓷最多，1~2月广东瓷砖对东盟和非洲市场分别出口6923万美元和3767万美元，增长88.9%和79.6%；南美和欧盟市场出口回升加速，广东出口两地区的瓷砖总值分别为4776万美元和4339万美元，分别增长1.1倍和44.4%。 然而上述数据并不代表我国陶瓷行业已经走出经济低迷的泥潭。广东地区有业内人士透露，陶瓷产品 出口量有所增加，但产品价格的下降也是不争的事实。佛山当地一份权威分析报告中曾就此作出阐述：以欧盟为例，2009年广东瓷砖对德国、捷克、瑞典出口数量分别增长47.5%、38.8%、31.1%，而出口均价分别下跌6.5%、12%、23.4%。 上述业内人士不无担忧地表示，出口量增加而单价不断下跌，将引起进口国市场的抵触，这种情况再持续一段时间，上述进口市场或将对中国陶瓷发起新一轮贸易反击。 那些可以完成“走量”任务的陶瓷企业是比较幸运的。笔者在佛山的采访期间，不少企业表示，当前他们的出口情况并无太大好转，企业的出口压力仍然很大。这些企业普遍表示，北美地区、东南亚地区的销售情况仍比较差，目前企业也在尝试开拓新兴市场。 “我听说国家将在六月份再次调整出口退税率，希望这一次可以给我们带来更大的实惠。”一家出口型陶瓷企业国际部专员在接受笔者采访时对退税政策有很大的期待。与她有同样期待的企业不在少数。然而据笔者了解到，目前国家尚未发布任何再次提高陶瓷产品出口退税的政策。陶瓷工业 协会一位专家表示，陶瓷出口企业不能完全依赖退税空间生存，想方设法扩大市场应是最重要任务。	家居
混搭暖色打造43平记忆小屋 客厅一角 客厅一角紫藕色的窗帘软件，在窗边一角悄悄添入柔软色彩，搭配上绷皮沙发、曲线茶几，造型带动下空间有了横向面的律动。	家居
巧合！广东连续4期获双色球头奖 投注方式竟相同 信息时报讯 (记者 陈学钢) 广东彩民连续4期揽获双色球头奖！这样的漂亮成绩，在今年的广东双色球开奖历史纪录中并不多见。纯属巧合的是，进入6月份以来广东中得的4注分别落在中山、深圳、广州和湛江的双色球头奖，全部都为10元单式票。 6月首位千万奖诞生 6月2日晚，双色球第11063期开奖，继第11061期后再次开出号码断档情况，且出现一个重号、一组2连号，怪异的组合方式没能阻挡全国开出7注650万元的头奖，二等奖则骤降至60注，单注奖金26万多元。7注650万元头奖分别被广东、山东、江苏、海南、新疆等5地彩民幸运摘得，其中新疆彩民一举斩获2注头奖，成为当期最大的赢家。 记者从中彩中心获悉，新疆这2注头奖证实为一位彩民独中，落在乌鲁木齐市克东路211号第65010386号投注站销售的同一张彩票上，对5注单式号码2倍投注，投注额为20元，幸运儿揽得总奖金1304万多元，双色球进入6月份第一期，就诞生了一位千万富翁。 经省福彩中心检索，落在广东2注双色球头奖，分别落在中山市黄圃镇大雁创业苑3栋3卡的44110372投注站和深圳市宝安区宝城44区翻身路佳美达商场门口的83020430站，中山市头奖为一张10元5注号码的单式票，深圳市头奖为一张10元机选票中得。 粤彩民4期揽6头奖 6月5日晚，第11064期双色球开奖，红色球连续4期出现断区现象，这个现象在双色球历史的开奖中也是极为少见。蓝球则开出了遗漏6期的“02”，5元六等奖中出796万多注。当期一等奖在全国中出6注，在“523”派彩下，单注奖金达到794.3823万元，分别被广东、河北、山西、河南和甘肃五地彩民摘得，其中广东中2注成为最大赢家。 在第11061期至第11064期四期开奖中，广东彩民期期皆有头奖落袋，共揽得6注双色球头奖。其中第11064期新鲜出炉的2注794万多元头奖则是四期以来单注奖金最丰厚的，分落广州、湛江两市。经省福彩中心检索，分别落在广州市泰沙路11号的44010318投注站和湛江市龙头镇解放北路10号粤华网吧的44150817投注站，巧合的是，这2注头奖也都是10元5注号码的单式票。 粤彩民4期连中头奖 第11061期，535万元头奖1注，落在深圳市南山区创业路北观海台花园C栋商铺C-02号第83020149号投注站。 第11062期，630万元头奖1注，佛山市顺德区乐从镇沙?大道21号第44220503号投注站中出1注。 第11063期，650万元头奖2注，中山市黄圃镇大雁创业苑3栋3卡的44110372投注站。 深圳市宝安区宝城44区翻身路佳美达商场门口的83020430投注站。 第11064期，794万元头奖2注，广州市泰沙路11号的44010318投注站。 湛江市龙头镇解放北路10号粤华网吧的44150817投注站。	彩票
世界杯爆足彩购买热潮 狂人中49995倍投南非平局 世界杯，投注平台猛人现身，比分波胆频频命中，返奖疯狂！ 北京时间6月11日22时，2010年世界杯开幕，揭幕战南非1-1战平墨西哥。投注平台单场足彩销量狂涨，超值大奖频频中出，会员“滨哥”49995倍命中揭幕战平局，获奖21.7万！会员“xuge123”、“还债三千万”分别命中比分5000倍和1000倍。 会员“滨哥”49995倍单挑平局 中奖21.7万 世界杯开幕，全世界球迷木管聚焦南非，全中国彩民热情瞬间点燃。 最近几天，彩票投注平台许多新会员加入，当然，他们的目标只有一个，购买南非世界杯足彩，冲击超级大奖，会员“滨哥”就是其中一位。 从投注手法上看，“滨哥”相当有胆识。投注对象揭幕战南非VS墨西哥，投注玩法单场足彩胜平负，投注倍数49995倍，投注金额99990元，返奖金额217074元，最终盈利盈利110784元！ 纵观“滨哥”的投注策略，有三点因素至关重要：一是需要非凡的技术，在开幕战存在许多未知因素的前提下，能够准确判断平局结果；二是需要非凡的气魄，近50000倍投一个结果，气魄相当强悍；三是需要足够多的资金，毕竟10万的单场投注额，并不是一个小数目。 除了“滨哥”中得21万之外，会员“xuge123”、“还债三千万”也都收到了丰厚的回报，前者5000倍投比分获得40560元奖金，还债三千万1000倍投比分获得8112元奖金。平台上线以来还债三千万一直是中奖常客，曾多次中得14场头奖，任九倍投也有大收获，此时借世界杯来临之际更是大施拳脚。[点击进入合买平台跟随还债三千万分奖金……] 单场足彩投注平台 玩赚足彩世界杯 不过，投注平台并不倡导所有网友采取类似投注方式，买彩要量力而行。更多球迷朋友投注世界杯单场足彩，为的是体现自己的竞猜实力，为的是看球的时候更有动力，为的是买到一份希望的时候还能实现社会公益。世界杯才刚开始，还有62场精彩比赛等待着我们，发挥球迷热情，PK竞猜实力，中大奖的机会还比比皆是，只要我们努力，就一定会有回报。 当然，世界杯足彩舞台也并非专为那些有钱的大户而生，中小彩民也有以小博大的绝佳机会，北京单场足球彩票投注就是这样一个兼容并包各种类型彩民的优秀平台。 单场足球彩票共有6种玩法，最受投注平台彩民喜欢的是“单场胜平负”和“单场比分”竞猜。大户彩民喜欢单场倍投，赢取稳定的大额回报，“滨哥”的21.7万回报就属此类；中等彩民喜欢复式串关小幅度倍投，赢取超值大奖，足彩高手“还债三千万”1000倍单挑，命中南非1-1墨西哥波胆获四倍回报应属此类；小户彩民更青睐进行N串1的心水直击，换取超值回报。在这个平台，任何一个彩民都可以找到适合自己发挥的舞台。 观战南非世界杯，共享激情足球盛宴，PK足彩竞猜心水，赢取超值大奖回报，尽在单场足彩投注平台！ 今日竞猜焦点赛事预告：[投注世界杯单场足彩，赢取超值大奖]韩 国 VS 希 腊 投注截止时间 2010-06-12 19:20 [单场数据解读]阿根廷 vs 尼日利 投注截止时间 2010-06-12 21:50 [单场数据解读]英格兰 vs 美 国 投注截止时间 2010-06-13 02:20 [单场数据解读] 今日单场足彩其他赛事预告：日本J2联赛、俄罗斯甲级联赛、芬兰超级联赛、芬兰甲级联赛、瑞典甲级联赛西班牙乙级联赛、意大利乙级联赛、丹麦甲级联赛、冰岛超级联赛 [投注世界杯单场足彩，赢取超值大奖]	彩票
